source,target,source_UniProtKB-Swiss-Prot,target_UniProtKB-Swiss-Prot
ENSG00000023287,ENSG00000143207,Q8TDY2,Q8NHY2
ENSG00000036448,ENSG00000135636,P54296,O75923
ENSG00000130726,ENSG00000221867,Q13263,P43357
ENSG00000097007,ENSG00000150991,P00519,P0CG48
ENSG00000094916,ENSG00000130726,P45973,Q13263
ENSG00000036448,ENSG00000196218,P54296,P21817
ENSG00000036448,ENSG00000077522,P54296,P35609
ENSG00000063978,ENSG00000130726,P78317,Q13263
ENSG00000136560,ENSG00000185507,Q92844,Q92985
ENSG00000186153,ENSG00000239779,Q9NZC7,Q96G27
ENSG00000145041,ENSG00000186575,Q9Y4B6,P35240
ENSG00000184216,ENSG00000185507,P51617,Q92985
ENSG00000023287,ENSG00000175224,Q8TDY2,O75143
ENSG00000023287,ENSG00000177169,Q8TDY2,O75385
ENSG00000130726,ENSG00000182511,Q13263,P07332
ENSG00000036672,ENSG00000150991,O75604,P0CG48
ENSG00000123191,ENSG00000173221,P35670,P35754
ENSG00000118407,ENSG00000185122,Q7Z7B0,Q00613
ENSG00000115145,ENSG00000150991,O75886,P0CG48
ENSG00000130726,ENSG00000256223,Q13263,P21506
ENSG00000023287,ENSG00000168036,Q8TDY2,P35222
ENSG00000204209,ENSG00000274618,Q9UER7,P62805
ENSG00000123374,ENSG00000175305,P24941,O96020
ENSG00000023287,ENSG00000120899,Q8TDY2,Q14289
ENSG00000023287,ENSG00000085978,Q8TDY2,Q676U5
ENSG00000104517,ENSG00000150991,O95071,P0CG48
ENSG00000107372,ENSG00000150991,O76080,P0CG48
ENSG00000188612,ENSG00000204209,P61956,Q9UER7
ENSG00000130726,ENSG00000130726,Q13263,Q13263
ENSG00000121774,ENSG00000158092,Q07666,P16333
ENSG00000163513,ENSG00000204209,P37173,Q9UER7
ENSG00000150991,ENSG00000150991,P0CG48,P0CG48
ENSG00000135100,ENSG00000166228,P20823,P61457
ENSG00000033800,ENSG00000065029,O75925,P36508
ENSG00000065029,ENSG00000112592,P36508,P20226
ENSG00000131773,ENSG00000206075,O75525,P36952
ENSG00000125952,ENSG00000213347,P61244,Q9BW11
ENSG00000129993,ENSG00000198740,O75081,Q9Y2D9
ENSG00000181690,ENSG00000182481,Q6DJT9,P52292
ENSG00000033800,ENSG00000198924,O75925,Q6PJP8
ENSG00000164692,ENSG00000206075,P08123,P36952
ENSG00000091831,ENSG00000155846,P03372,Q86YN6
ENSG00000140464,ENSG00000204209,P29590,Q9UER7
ENSG00000121774,ENSG00000197122,Q07666,P12931
ENSG00000080824,ENSG00000165416,P07900,Q9Y2Z0
ENSG00000150991,ENSG00000154277,P0CG48,P09936
ENSG00000184203,ENSG00000186298,P41236,P36873
ENSG00000101412,ENSG00000114126,Q01094,Q14188
ENSG00000020633,ENSG00000196781,Q13761,Q04724
ENSG00000102974,ENSG00000115677,P49711,Q00341
ENSG00000117650,ENSG00000126001,P51955,Q9BV73
ENSG00000135636,ENSG00000164309,O75923,Q8N3K9
ENSG00000150991,ENSG00000177606,P0CG48,P05412
ENSG00000150991,ENSG00000182866,P0CG48,P06239
ENSG00000105991,ENSG00000171867,ENSG00000105991,P04156
ENSG00000005844,ENSG00000081237,P20701,P08575
ENSG00000017427,ENSG00000141753,P05019,P22692
ENSG00000164054,ENSG00000186153,Q8N114,Q9NZC7
ENSG00000137414,ENSG00000159363,Q9UBU6,Q9NQ11
ENSG00000005844,ENSG00000090339,P20701,P05362
ENSG00000144802,ENSG00000168610,Q9BYH8,P40763
ENSG00000078043,ENSG00000120149,O75928,P35548
ENSG00000121022,ENSG00000143556,Q92905,P31151
ENSG00000092820,ENSG00000186575,P15311,P35240
ENSG00000090989,ENSG00000181404,Q9NV70,A8K0Z3
ENSG00000138100,ENSG00000158022,Q9BYV2,Q969Q1
ENSG00000138639,ENSG00000196924,Q8N264,P21333
ENSG00000107186,ENSG00000279486,O75970,Q9H205
ENSG00000121022,ENSG00000154277,Q92905,P09936
ENSG00000113580,ENSG00000185651,P04150,P68036
ENSG00000107186,ENSG00000169499,O75970,Q9HB19
ENSG00000185019,ENSG00000185651,O94941,P68036
ENSG00000121022,ENSG00000136810,Q92905,P10599
ENSG00000060069,ENSG00000125651,Q9Y5B0,P35269
ENSG00000107186,ENSG00000107679,O75970,Q9HB21
ENSG00000121022,ENSG00000240972,Q92905,P14174
ENSG00000110395,ENSG00000185651,P22681,P68036
ENSG00000111907,ENSG00000164924,Q16890,P63104
ENSG00000012048,ENSG00000185651,P38398,P68036
ENSG00000107593,ENSG00000129991,Q9P0L9,P19429
ENSG00000121022,ENSG00000131747,Q92905,P11388
ENSG00000146674,ENSG00000253729,P17936,P78527
ENSG00000082458,ENSG00000131558,Q92796,Q96A65
ENSG00000107186,ENSG00000278195,O75970,P32745
ENSG00000012048,ENSG00000131508,P38398,P62837
ENSG00000135441,ENSG00000196072,P78537,Q6QNY1
ENSG00000118260,ENSG00000204209,P16220,Q9UER7
ENSG00000189114,ENSG00000196072,Q6QNY0,Q6QNY1
ENSG00000111254,ENSG00000147081,O75969,Q5JQC9
ENSG00000108946,ENSG00000147081,P10644,Q5JQC9
ENSG00000109062,ENSG00000147065,O14745,P26038
ENSG00000131381,ENSG00000144566,Q9H1K0,P20339
ENSG00000121022,ENSG00000141510,Q92905,P04637
ENSG00000121022,ENSG00000160255,Q92905,P05107
ENSG00000010810,ENSG00000121774,P06241,Q07666
ENSG00000121022,ENSG00000177606,Q92905,P05412
ENSG00000082175,ENSG00000121022,P06401,Q92905
ENSG00000116903,ENSG00000144118,Q8IYI6,P11234
ENSG00000065371,ENSG00000111254,Q9HAT0,O75969
ENSG00000079246,ENSG00000253729,P13010,P78527
ENSG00000113558,ENSG00000119402,P63208,Q9UKT8
ENSG00000111907,ENSG00000166913,Q16890,P31946
ENSG00000107807,ENSG00000113575,P31314,P67775
ENSG00000185591,ENSG00000197386,P08047,P42858
ENSG00000102081,ENSG00000103275,Q06787,P63279
ENSG00000102081,ENSG00000102081,Q06787,Q06787
ENSG00000110801,ENSG00000135486,O00233,P09651
ENSG00000105397,ENSG00000121022,P29597,Q92905
ENSG00000137331,ENSG00000164615,P46695,P49069
ENSG00000108106,ENSG00000150991,Q16763,P0CG48
ENSG00000196504,ENSG00000197386,O75400,P42858
ENSG00000146648,ENSG00000164615,P00533,P49069
ENSG00000164615,ENSG00000240505,P49069,O14836
ENSG00000026103,ENSG00000026103,P25445,P25445
ENSG00000096401,ENSG00000110107,Q99459,Q9UMS4
ENSG00000141027,ENSG00000197386,O75376,P42858
ENSG00000135486,ENSG00000213341,P09651,O15111
ENSG00000108106,ENSG00000170315,Q16763,P0CG47
ENSG00000110107,ENSG00000129521,Q9UMS4,Q9H6Z9
ENSG00000104064,ENSG00000172534,Q06547,P51610
ENSG00000143190,ENSG00000165684,P14859,Q5SXM2
ENSG00000090989,ENSG00000126775,Q9NV70,Q6ZNE5
ENSG00000159176,ENSG00000159176,P21291,P21291
ENSG00000163625,ENSG00000170296,Q8IZQ1,O95166
ENSG00000087086,ENSG00000197386,P02792,P42858
ENSG00000100151,ENSG00000170775,Q9NRD5,O15354
ENSG00000127948,ENSG00000130649,P16435,P05181
ENSG00000090989,ENSG00000145016,Q9NV70,Q92622
ENSG00000090989,ENSG00000131558,Q9NV70,Q96A65
ENSG00000035862,ENSG00000087245,P16035,P08253
ENSG00000121022,ENSG00000151617,Q92905,P25101
ENSG00000138115,ENSG00000138115,P10632,P10632
ENSG00000110107,ENSG00000110107,Q9UMS4,Q9UMS4
ENSG00000129071,ENSG00000197386,O95243,P42858
ENSG00000100151,ENSG00000103546,Q9NRD5,P23975
ENSG00000001631,ENSG00000119185,O00522,O14713
ENSG00000112242,ENSG00000163602,O00716,Q8N488
ENSG00000121022,ENSG00000166946,Q92905,O95273
ENSG00000167461,ENSG00000183155,P61006,P47224
ENSG00000180370,ENSG00000197122,Q13177,P12931
ENSG00000131183,ENSG00000174827,Q06495,Q5T2W1
ENSG00000088992,ENSG00000090020,Q96BS2,P19634
ENSG00000101336,ENSG00000180370,P08631,Q13177
ENSG00000184787,ENSG00000184787,P60604,P60604
ENSG00000132155,ENSG00000180370,P04049,Q13177
ENSG00000154556,ENSG00000180370,O94875,Q13177
ENSG00000142208,ENSG00000165553,P31749,Q9NPG2
ENSG00000007968,ENSG00000163602,Q14209,Q8N488
ENSG00000164961,ENSG00000181404,Q12768,A8K0Z3
ENSG00000114416,ENSG00000114416,P51114,P51114
ENSG00000004975,ENSG00000186153,O14641,Q9NZC7
ENSG00000163602,ENSG00000169016,Q8N488,O75461
ENSG00000186575,ENSG00000186575,P35240,P35240
ENSG00000097007,ENSG00000163602,P00519,Q8N488
ENSG00000105568,ENSG00000113575,P30153,P67775
ENSG00000177885,ENSG00000180370,P62993,Q13177
ENSG00000132109,ENSG00000204209,P19474,Q9UER7
ENSG00000128604,ENSG00000128604,Q13568,Q13568
ENSG00000100811,ENSG00000163602,P25490,Q8N488
ENSG00000100721,ENSG00000105221,P56279,P31751
ENSG00000106683,ENSG00000180370,P53667,Q13177
ENSG00000162366,ENSG00000174827,Q13113,Q5T2W1
ENSG00000135679,ENSG00000163602,Q00987,Q8N488
ENSG00000104064,ENSG00000163602,Q06547,Q8N488
ENSG00000150991,ENSG00000163602,P0CG48,Q8N488
ENSG00000160013,ENSG00000174827,P43119,Q5T2W1
ENSG00000104365,ENSG00000121022,O14920,Q92905
ENSG00000006607,ENSG00000174827,O94887,Q5T2W1
ENSG00000145335,ENSG00000197386,P37840,P42858
ENSG00000109062,ENSG00000160801,O14745,Q03431
ENSG00000121022,ENSG00000136273,Q92905,O60921
ENSG00000131508,ENSG00000150991,P62837,P0CG48
ENSG00000121022,ENSG00000178607,Q92905,O75460
ENSG00000060688,ENSG00000144028,Q96DI7,O75643
ENSG00000133107,ENSG00000133107,Q9UBN4,Q9UBN4
ENSG00000136051,ENSG00000164961,Q2M389,Q12768
ENSG00000122966,ENSG00000143878,O14578,P62745
ENSG00000109062,ENSG00000169860,O14745,P47900
ENSG00000103152,ENSG00000171867,P29372,P04156
ENSG00000133107,ENSG00000150995,Q9UBN4,Q14643
ENSG00000096433,ENSG00000133107,Q14573,Q9UBN4
ENSG00000123104,ENSG00000133107,Q14571,Q9UBN4
ENSG00000110395,ENSG00000131508,P22681,P62837
ENSG00000109062,ENSG00000151704,O14745,P48048
ENSG00000197386,ENSG00000197386,P42858,P42858
ENSG00000136051,ENSG00000181404,Q2M389,A8K0Z3
ENSG00000080802,ENSG00000131508,O95628,P62837
ENSG00000085733,ENSG00000106299,Q14247,O00401
ENSG00000085733,ENSG00000115935,Q14247,O43516
ENSG00000108599,ENSG00000174827,O43572,Q5T2W1
ENSG00000101665,ENSG00000121022,O15105,Q92905
ENSG00000085733,ENSG00000177301,Q14247,P16389
ENSG00000185825,ENSG00000185825,P51572,P51572
ENSG00000109062,ENSG00000174827,O14745,Q5T2W1
ENSG00000171791,ENSG00000185825,P10415,P51572
ENSG00000067182,ENSG00000204209,P19438,Q9UER7
ENSG00000085733,ENSG00000241794,Q14247,P35326
ENSG00000160801,ENSG00000168036,Q03431,P35222
ENSG00000142192,ENSG00000185825,P05067,P51572
ENSG00000185825,ENSG00000206503,P51572,P04439
ENSG00000107175,ENSG00000121022,O43889,Q92905
ENSG00000113456,ENSG00000121022,O60671,Q92905
ENSG00000079805,ENSG00000085733,P50570,Q14247
ENSG00000133107,ENSG00000144935,Q9UBN4,P48995
ENSG00000137601,ENSG00000188906,Q96PY6,Q5S007
ENSG00000135679,ENSG00000243678,Q00987,P22392
ENSG00000147044,ENSG00000169439,O14936,P34741
ENSG00000110148,ENSG00000179295,P32239,Q06124
ENSG00000196470,ENSG00000198300,Q8IUQ4,Q9GZU2
ENSG00000141510,ENSG00000149273,P04637,P23396
ENSG00000033800,ENSG00000157601,O75925,P20591
ENSG00000127191,ENSG00000198300,Q12933,Q9GZU2
ENSG00000169047,ENSG00000179295,P35568,Q06124
ENSG00000087086,ENSG00000205155,P02792,Q9NZ42
ENSG00000181788,ENSG00000198300,O43255,Q9GZU2
ENSG00000125498,ENSG00000179295,P43626,Q06124
ENSG00000101773,ENSG00000196470,Q99708,Q8IUQ4
ENSG00000111704,ENSG00000184634,Q9H9S0,Q93074
ENSG00000101773,ENSG00000159692,Q99708,Q13363
ENSG00000091831,ENSG00000125686,P03372,Q15648
ENSG00000138685,ENSG00000169439,P09038,P34741
ENSG00000132256,ENSG00000177889,Q9C035,P61088
ENSG00000139352,ENSG00000196628,P50553,P15884
ENSG00000077782,ENSG00000178394,P11362,P08908
ENSG00000077782,ENSG00000138685,P11362,P09038
ENSG00000077782,ENSG00000077782,P11362,P11362
ENSG00000076555,ENSG00000159267,O00763,P50747
ENSG00000107779,ENSG00000107779,P36894,P36894
ENSG00000159267,ENSG00000159267,P50747,P50747
ENSG00000131788,ENSG00000204713,Q9Y6X2,P14373
ENSG00000132256,ENSG00000161057,Q9C035,P35998
ENSG00000178726,ENSG00000180210,P07204,P00734
ENSG00000082701,ENSG00000151746,P49841,Q96G01
ENSG00000131788,ENSG00000187098,Q9Y6X2,O75030
ENSG00000107779,ENSG00000125845,P36894,P12643
ENSG00000169439,ENSG00000169439,P34741,P34741
ENSG00000107779,ENSG00000125378,P36894,P12644
ENSG00000136603,ENSG00000141027,P12757,O75376
ENSG00000012048,ENSG00000101773,P38398,Q99708
ENSG00000105426,ENSG00000153707,Q13332,P23468
ENSG00000145147,ENSG00000169855,O94813,Q9Y6N7
ENSG00000080815,ENSG00000080815,P49768,P49768
ENSG00000154447,ENSG00000181788,Q7Z6J0,O43255
ENSG00000101966,ENSG00000132530,P98170,Q6GPH4
ENSG00000132530,ENSG00000181788,Q6GPH4,O43255
ENSG00000002834,ENSG00000159840,Q14847,Q15942
ENSG00000080815,ENSG00000143106,P49768,P28066
ENSG00000080815,ENSG00000147403,P49768,P27635
ENSG00000072786,ENSG00000072786,O94804,O94804
ENSG00000105426,ENSG00000131626,Q13332,Q13136
ENSG00000101773,ENSG00000132646,Q99708,P12004
ENSG00000124164,ENSG00000131748,O95292,Q14849
ENSG00000101773,ENSG00000139687,Q99708,P06400
ENSG00000006634,ENSG00000073111,Q9UBU7,P49736
ENSG00000179295,ENSG00000243772,Q06124,P43628
ENSG00000006634,ENSG00000166508,Q9UBU7,P33993
ENSG00000145147,ENSG00000145147,O94813,O94813
ENSG00000051108,ENSG00000154447,Q15011,Q7Z6J0
ENSG00000083857,ENSG00000154447,Q14517,Q7Z6J0
ENSG00000100888,ENSG00000129691,Q9HCK8,Q9UBL3
ENSG00000071564,ENSG00000139352,P15923,P50553
ENSG00000080815,ENSG00000196924,P49768,P21333
ENSG00000077782,ENSG00000113578,P11362,P05230
ENSG00000084234,ENSG00000113108,Q06481,O95704
ENSG00000147889,ENSG00000175029,P42771,P56545
ENSG00000147889,ENSG00000175029,Q8N726,P56545
ENSG00000110693,ENSG00000175029,P35712,P56545
ENSG00000136997,ENSG00000158941,P01106,Q8N163
ENSG00000071655,ENSG00000230522,O95983,Q8NHZ7
ENSG00000122515,ENSG00000131788,Q8NF64,Q9Y6X2
ENSG00000102901,ENSG00000161888,Q96BT3,Q8NBT2
ENSG00000102349,ENSG00000175029,O95600,P56545
ENSG00000140443,ENSG00000179295,P08069,Q06124
ENSG00000131788,ENSG00000162676,Q9Y6X2,Q99684
ENSG00000131788,ENSG00000140836,Q9Y6X2,Q15911
ENSG00000010017,ENSG00000121022,Q96S59,Q92905
ENSG00000125686,ENSG00000186350,Q15648,P19793
ENSG00000162761,ENSG00000162761,Q8TE12,Q8TE12
ENSG00000134265,ENSG00000135631,Q99747,Q9BXF6
ENSG00000113721,ENSG00000179295,P09619,Q06124
ENSG00000071564,ENSG00000162761,P15923,Q8TE12
ENSG00000011275,ENSG00000137275,Q9NWF9,Q13546
ENSG00000141582,ENSG00000175029,O00257,P56545
ENSG00000131788,ENSG00000173039,Q9Y6X2,Q04206
ENSG00000164109,ENSG00000164109,Q13257,Q13257
ENSG00000147459,ENSG00000155849,Q9H7D0,Q92556
ENSG00000010017,ENSG00000138185,Q96S59,P49961
ENSG00000010017,ENSG00000102226,Q96S59,P51784
ENSG00000117399,ENSG00000164109,Q12834,Q13257
ENSG00000092841,ENSG00000112164,P60660,P43220
ENSG00000106799,ENSG00000163513,P36897,P37173
ENSG00000010017,ENSG00000132341,Q96S59,P62826
ENSG00000135631,ENSG00000185236,Q9BXF6,Q15907
ENSG00000139329,ENSG00000157227,P51884,P50281
ENSG00000131788,ENSG00000141644,Q9Y6X2,Q9UIS9
ENSG00000103479,ENSG00000135249,Q08999,Q6NUQ1
ENSG00000165240,ENSG00000177556,Q04656,O00244
ENSG00000086827,ENSG00000135249,O43264,Q6NUQ1
ENSG00000165240,ENSG00000173221,Q04656,P35754
ENSG00000005961,ENSG00000005961,P08514,P08514
ENSG00000010017,ENSG00000131899,Q96S59,Q15334
ENSG00000005961,ENSG00000259207,P08514,P05106
ENSG00000071051,ENSG00000125266,O43639,P52799
ENSG00000131788,ENSG00000182568,Q9Y6X2,Q01826
ENSG00000033178,ENSG00000159202,A0AVT1,Q9H832
ENSG00000111424,ENSG00000125686,P11473,Q15648
ENSG00000125686,ENSG00000131759,Q15648,P10276
ENSG00000160789,ENSG00000277258,P02545,P35227
ENSG00000136574,ENSG00000169946,P43694,Q8WW38
ENSG00000090975,ENSG00000120899,Q9BZ72,Q14289
ENSG00000131788,ENSG00000188612,Q9Y6X2,P61956
ENSG00000115414,ENSG00000137801,P02751,P07996
ENSG00000141552,ENSG00000150991,Q9NYG5,P0CG48
ENSG00000131788,ENSG00000149948,Q9Y6X2,P52926
ENSG00000169946,ENSG00000175029,Q8WW38,P56545
ENSG00000159202,ENSG00000213886,Q9H832,O15205
ENSG00000011275,ENSG00000189013,Q9NWF9,Q99706
ENSG00000125686,ENSG00000126351,Q15648,P10827
ENSG00000139220,ENSG00000142949,O75334,P10586
ENSG00000118971,ENSG00000277258,P30279,P35227
ENSG00000116030,ENSG00000131788,P63165,Q9Y6X2
ENSG00000102145,ENSG00000169946,P15976,Q8WW38
ENSG00000111652,ENSG00000166200,Q9UBW8,P61201
ENSG00000164867,ENSG00000168036,P29474,P35222
ENSG00000117461,ENSG00000121879,Q92569,P42336
ENSG00000136536,ENSG00000177889,Q9H992,P61088
ENSG00000071564,ENSG00000115738,P15923,Q02363
ENSG00000115738,ENSG00000196628,Q02363,P15884
ENSG00000115738,ENSG00000129152,Q02363,P15172
ENSG00000162105,ENSG00000170579,Q9UPX8,O14490
ENSG00000111707,ENSG00000174744,Q9H7L9,Q9HCU9
ENSG00000073584,ENSG00000174744,Q969G3,Q9HCU9
ENSG00000166913,ENSG00000175727,P31946,Q9HAP2
ENSG00000109118,ENSG00000169375,Q96QT6,Q96ST3
ENSG00000113083,ENSG00000152894,P28300,Q15262
ENSG00000085733,ENSG00000162105,Q14247,Q9UPX8
ENSG00000129515,ENSG00000137193,Q9UNH7,P11309
ENSG00000141738,ENSG00000143933,Q14451,P0DP24
ENSG00000141738,ENSG00000160014,Q14451,P0DP25
ENSG00000141738,ENSG00000198668,Q14451,P0DP23
ENSG00000088387,ENSG00000183091,Q9BZ29,P20929
ENSG00000160014,ENSG00000183873,P0DP25,Q14524
ENSG00000143933,ENSG00000183873,P0DP24,Q14524
ENSG00000183873,ENSG00000198668,Q14524,P0DP23
ENSG00000069248,ENSG00000111581,Q8WUM0,P57740
ENSG00000109846,ENSG00000183873,P02511,Q14524
ENSG00000150637,ENSG00000181847,Q15762,Q495A1
ENSG00000139405,ENSG00000168214,Q96K30,Q06330
ENSG00000070371,ENSG00000089006,P53675,Q9Y5X3
ENSG00000109332,ENSG00000136536,P61077,Q9H992
ENSG00000183873,ENSG00000185238,Q14524,O60678
ENSG00000115414,ENSG00000115414,P02751,P02751
ENSG00000089006,ENSG00000186111,Q9Y5X3,O60331
ENSG00000089006,ENSG00000187741,Q9Y5X3,O15360
ENSG00000106829,ENSG00000196092,Q04727,Q02548
ENSG00000136536,ENSG00000186868,Q9H992,P10636
ENSG00000129515,ENSG00000174744,Q9UNH7,Q9HCU9
ENSG00000123240,ENSG00000129515,Q96CV9,Q9UNH7
ENSG00000163516,ENSG00000165280,Q9H8Y5,P55072
ENSG00000101665,ENSG00000108854,O15105,Q9HAU4
ENSG00000117461,ENSG00000148735,Q92569,Q5SXH7
ENSG00000131507,ENSG00000171862,Q9BT67,P60484
ENSG00000181885,ENSG00000184292,O95471,P09758
ENSG00000100380,ENSG00000180871,P50502,P25025
ENSG00000169375,ENSG00000177426,Q96ST3,Q15583
ENSG00000163347,ENSG00000184292,O95832,P09758
ENSG00000162407,ENSG00000198561,O14495,O60716
ENSG00000109906,ENSG00000169375,Q05516,Q96ST3
ENSG00000116329,ENSG00000169252,P41143,P07550
ENSG00000059728,ENSG00000169375,Q05195,Q96ST3
ENSG00000021300,ENSG00000186908,Q9UF11,Q8IUH5
ENSG00000141027,ENSG00000172819,O75376,P13631
ENSG00000086589,ENSG00000171867,Q9NW64,P04156
ENSG00000153201,ENSG00000185345,P49792,O60260
ENSG00000140464,ENSG00000141027,P29590,O75376
ENSG00000009413,ENSG00000116670,O60673,Q9UI95
ENSG00000116670,ENSG00000122705,Q9UI95,P09496
ENSG00000082175,ENSG00000091831,P06401,P03372
ENSG00000116329,ENSG00000116329,P41143,P41143
ENSG00000140464,ENSG00000179348,P29590,P23769
ENSG00000100401,ENSG00000153201,P46060,P49792
ENSG00000102606,ENSG00000161681,Q14155,Q9Y566
ENSG00000161681,ENSG00000179526,Q9Y566,Q9H0F6
ENSG00000161681,ENSG00000175866,Q9Y566,Q9UQB8
ENSG00000141738,ENSG00000165731,Q14451,P07949
ENSG00000161681,ENSG00000161681,Q9Y566,Q9Y566
ENSG00000111252,ENSG00000196924,Q9UQQ2,P21333
ENSG00000142856,ENSG00000182979,Q13352,Q13330
ENSG00000142856,ENSG00000145386,Q13352,P20248
ENSG00000039068,ENSG00000130402,P12830,O43707
ENSG00000142856,ENSG00000186350,Q13352,P19793
ENSG00000126351,ENSG00000142856,P10827,Q13352
ENSG00000039068,ENSG00000186111,P12830,O60331
ENSG00000077522,ENSG00000177791,P35609,Q9NP98
ENSG00000142856,ENSG00000259207,Q13352,P05106
ENSG00000141738,ENSG00000171105,Q14451,P06213
ENSG00000039068,ENSG00000198561,P12830,O60716
ENSG00000141736,ENSG00000141738,P04626,Q14451
ENSG00000070159,ENSG00000183873,P26045,Q14524
ENSG00000117461,ENSG00000134198,Q92569,O60636
ENSG00000069248,ENSG00000117724,Q8WUM0,P49454
ENSG00000132256,ENSG00000132256,Q9C035,Q9C035
ENSG00000132535,ENSG00000141736,P78352,P04626
ENSG00000173991,ENSG00000184990,O15273,O15304
ENSG00000113758,ENSG00000171862,Q16643,P60484
ENSG00000146648,ENSG00000149177,P00533,Q12913
ENSG00000043591,ENSG00000132535,P08588,P78352
ENSG00000175582,ENSG00000185963,P20340,Q8TD16
ENSG00000156273,ENSG00000156273,O14867,O14867
ENSG00000121236,ENSG00000132256,Q9C030,Q9C035
ENSG00000104892,ENSG00000128245,Q6P597,Q04917
ENSG00000132535,ENSG00000177301,P78352,P16389
ENSG00000132535,ENSG00000182255,P78352,P22459
ENSG00000130037,ENSG00000132535,P22460,P78352
ENSG00000104365,ENSG00000111652,O14920,Q9UBW8
ENSG00000171867,ENSG00000213782,P04156,Q9H0S4
ENSG00000076864,ENSG00000127314,P47736,P61224
ENSG00000046651,ENSG00000175792,O75665,Q9Y265
ENSG00000102882,ENSG00000149177,P27361,Q12913
ENSG00000084234,ENSG00000166313,Q06481,O00213
ENSG00000100030,ENSG00000149177,P28482,Q12913
ENSG00000080815,ENSG00000131095,P49768,P14136
ENSG00000054523,ENSG00000132535,O60333,P78352
ENSG00000008018,ENSG00000080815,P20618,P49768
ENSG00000132535,ENSG00000170579,P78352,O14490
ENSG00000132535,ENSG00000147044,P78352,O14936
ENSG00000132535,ENSG00000185359,P78352,O14964
ENSG00000132535,ENSG00000155760,P78352,O75084
ENSG00000151746,ENSG00000175582,Q96G01,P20340
ENSG00000116678,ENSG00000179295,P48357,Q06124
ENSG00000112038,ENSG00000159840,P35372,Q15942
ENSG00000175203,ENSG00000185963,Q13561,Q8TD16
ENSG00000177885,ENSG00000179295,P62993,Q06124
ENSG00000132256,ENSG00000258659,Q9C035,Q9BYJ4
ENSG00000005156,ENSG00000140398,P49916,Q96FI4
ENSG00000089250,ENSG00000132535,P29475,P78352
ENSG00000072110,ENSG00000159840,P12814,Q15942
ENSG00000135324,ENSG00000170262,Q96G30,Q8TCY5
ENSG00000122180,ENSG00000129170,P15173,P50461
ENSG00000141738,ENSG00000154928,Q14451,P54762
ENSG00000078114,ENSG00000159840,O76041,Q15942
ENSG00000132535,ENSG00000183454,P78352,Q12879
ENSG00000035403,ENSG00000173402,P18206,Q14118
ENSG00000101457,ENSG00000107447,Q9H147,P04053
ENSG00000164305,ENSG00000187323,P42574,P43146
ENSG00000148737,ENSG00000168036,Q9NQB0,P35222
ENSG00000131023,ENSG00000159840,O95835,Q15942
ENSG00000080815,ENSG00000136068,P49768,O75369
ENSG00000152818,ENSG00000173402,P46939,Q14118
ENSG00000004939,ENSG00000147889,P02730,P42771
ENSG00000004939,ENSG00000147889,P02730,Q8N726
ENSG00000150672,ENSG00000273079,Q15700,Q13224
ENSG00000173402,ENSG00000173402,Q14118,Q14118
ENSG00000170579,ENSG00000264364,O14490,Q96FJ2
ENSG00000144554,ENSG00000172977,Q9BXW9,Q92993
ENSG00000031823,ENSG00000180198,Q9H6Z4,P18754
ENSG00000080815,ENSG00000198561,P49768,O60716
ENSG00000072110,ENSG00000173402,P12814,Q14118
ENSG00000173402,ENSG00000198947,Q14118,P11532
ENSG00000129152,ENSG00000129170,P15172,P50461
ENSG00000135324,ENSG00000135324,Q96G30,Q96G30
ENSG00000183765,ENSG00000183765,O96017,O96017
ENSG00000127314,ENSG00000237441,P61224,O15211
ENSG00000132535,ENSG00000241794,P78352,P35326
ENSG00000149177,ENSG00000149177,Q12913,Q12913
ENSG00000100097,ENSG00000170017,P09382,Q13740
ENSG00000131981,ENSG00000170017,P17931,Q13740
ENSG00000013725,ENSG00000170017,P30203,Q13740
ENSG00000115966,ENSG00000171794,P15336,Q5T230
ENSG00000080815,ENSG00000171791,P49768,P10415
ENSG00000124209,ENSG00000131381,Q9UL26,Q9H1K0
ENSG00000139719,ENSG00000215305,Q96AX1,Q9H269
ENSG00000102189,ENSG00000124209,Q15075,Q9UL26
ENSG00000150093,ENSG00000173402,P05556,Q14118
ENSG00000148737,ENSG00000183283,Q9NQB0,Q15038
ENSG00000124334,ENSG00000164924,Q01113,P63104
ENSG00000115053,ENSG00000135679,P19338,Q00987
ENSG00000010017,ENSG00000106799,Q96S59,P36897
ENSG00000134982,ENSG00000168036,P25054,P35222
ENSG00000112039,ENSG00000221829,Q9HB96,O15287
ENSG00000112039,ENSG00000187741,Q9HB96,O15360
ENSG00000100644,ENSG00000172046,Q16665,O94966
ENSG00000112039,ENSG00000158169,Q9HB96,Q00597
ENSG00000112039,ENSG00000144554,Q9HB96,Q9BXW9
ENSG00000183161,ENSG00000221829,Q9NPI8,O15287
ENSG00000183161,ENSG00000187741,Q9NPI8,O15360
ENSG00000119729,ENSG00000171219,P17081,Q6DT37
ENSG00000114315,ENSG00000183161,Q14469,Q9NPI8
ENSG00000114315,ENSG00000115392,Q14469,Q9NW38
ENSG00000115392,ENSG00000181544,Q9NW38,Q8NB91
ENSG00000100644,ENSG00000197063,Q16665,O15525
ENSG00000104343,ENSG00000115392,Q96B02,Q9NW38
ENSG00000077152,ENSG00000115392,Q9NPD8,Q9NW38
