source,target,source_UniProtKB-Swiss-Prot,target_UniProtKB-Swiss-Prot
ENSG00000100218,ENSG00000198183,Q9UHP6,Q9NP55
ENSG00000100218,ENSG00000204713,Q9UHP6,P14373
ENSG00000100219,ENSG00000244687,P17861,Q13404
ENSG00000100221,ENSG00000112559,Q15040,Q99750
ENSG00000100221,ENSG00000131737,Q15040,O76011
ENSG00000100221,ENSG00000132938,Q15040,Q5JR59
ENSG00000100221,ENSG00000143382,Q15040,Q6UY14
ENSG00000100221,ENSG00000163520,Q15040,P98095
ENSG00000100221,ENSG00000170442,Q15040,O43790
ENSG00000100221,ENSG00000171446,Q15040,Q7Z3Y8
ENSG00000100221,ENSG00000187766,Q15040,P60410
ENSG00000100221,ENSG00000188581,Q15040,Q07627
ENSG00000100221,ENSG00000197191,Q15040,A8MQ03
ENSG00000100221,ENSG00000204873,Q15040,Q9BYQ3
ENSG00000100221,ENSG00000204889,Q15040,Q6A162
ENSG00000100221,ENSG00000205439,Q15040,P60328
ENSG00000100221,ENSG00000212724,Q15040,P0C7H8
ENSG00000100221,ENSG00000213417,Q15040,Q9BYR9
ENSG00000100221,ENSG00000221880,Q15040,Q8IUG1
ENSG00000100221,ENSG00000239886,Q15040,Q9BYQ4
ENSG00000100221,ENSG00000264343,Q15040,Q7Z3S9
ENSG00000100221,ENSG00000271383,Q15040,A0A087WUL8
ENSG00000100226,ENSG00000136197,O00178,Q9BPX7
ENSG00000100227,ENSG00000107816,Q9BY77,Q9BRK4
ENSG00000100227,ENSG00000120699,Q9BY77,Q96B26
ENSG00000100227,ENSG00000130299,Q9BY77,Q969Y2
ENSG00000100227,ENSG00000132938,Q9BY77,Q5JR59
ENSG00000100227,ENSG00000140961,Q9BY77,Q9UJX0
ENSG00000100227,ENSG00000147421,Q9BY77,Q6NT76
ENSG00000100227,ENSG00000160207,Q9BY77,O75031
ENSG00000100227,ENSG00000163060,Q9BY77,Q8WW24
ENSG00000100227,ENSG00000165588,Q9BY77,P32243
ENSG00000100227,ENSG00000166946,Q9BY77,O95273
ENSG00000100227,ENSG00000171453,Q9BY77,O15160
ENSG00000100227,ENSG00000185379,Q9BY77,O75771
ENSG00000100227,ENSG00000185963,Q9BY77,Q8TD16
ENSG00000100227,ENSG00000215271,Q9BY77,ENSG00000215271
ENSG00000100227,ENSG00000231274,Q9BY77,P0C264
ENSG00000100228,ENSG00000160207,O95755,O75031
ENSG00000100243,ENSG00000100528,P00387,O95406
ENSG00000100243,ENSG00000100652,P00387,Q14973
ENSG00000100243,ENSG00000101443,P00387,Q14508
ENSG00000100243,ENSG00000102383,P00387,Q96MV8
ENSG00000100243,ENSG00000103042,P00387,Q9NVC3
ENSG00000100243,ENSG00000103502,P00387,O14735
ENSG00000100243,ENSG00000111843,P00387,Q9P0S9
ENSG00000100243,ENSG00000117533,P00387,O75379
ENSG00000100243,ENSG00000118402,P00387,Q9GZR5
ENSG00000100243,ENSG00000120942,P00387,Q9Y5Z9
ENSG00000100243,ENSG00000123353,P00387,Q53FV1
ENSG00000100243,ENSG00000124098,P00387,Q96KR6
ENSG00000100243,ENSG00000126062,P00387,Q12893
ENSG00000100243,ENSG00000131669,P00387,Q92982
ENSG00000100243,ENSG00000135211,P00387,Q9H2L4
ENSG00000100243,ENSG00000137210,P00387,Q9NUH8
ENSG00000100243,ENSG00000137404,P00387,Q8IXM6
ENSG00000100243,ENSG00000139190,P00387,P23763
ENSG00000100243,ENSG00000140299,P00387,Q12982
ENSG00000100243,ENSG00000141505,P00387,P07306
ENSG00000100243,ENSG00000144815,P00387,Q969Y0
ENSG00000100243,ENSG00000145283,P00387,Q3KNW5
ENSG00000100243,ENSG00000146416,P00387,Q9NVV5
ENSG00000100243,ENSG00000148175,P00387,P27105
ENSG00000100243,ENSG00000149451,P00387,Q9BZ11
ENSG00000100243,ENSG00000151690,P00387,Q6ZSS7
ENSG00000100243,ENSG00000157593,P00387,Q8TB61
ENSG00000100243,ENSG00000158296,P00387,Q8WWT9
ENSG00000100243,ENSG00000159063,P00387,Q9BVK2
ENSG00000100243,ENSG00000162511,P00387,Q13571
ENSG00000100243,ENSG00000163472,P00387,Q9BSE2
ENSG00000100243,ENSG00000164082,P00387,Q14416
ENSG00000100243,ENSG00000165775,P00387,Q9BWH2
ENSG00000100243,ENSG00000168476,P00387,Q9H6H4
ENSG00000100243,ENSG00000168824,P00387,P42857
ENSG00000100243,ENSG00000168899,P00387,O95183
ENSG00000100243,ENSG00000169826,P00387,Q8N6G5
ENSG00000100243,ENSG00000170271,P00387,Q96IV6
ENSG00000100243,ENSG00000170509,P00387,Q7Z5P4
ENSG00000100243,ENSG00000171729,P00387,Q9NW97
ENSG00000100243,ENSG00000171812,P00387,P25067
ENSG00000100243,ENSG00000173535,P00387,O14798
ENSG00000100243,ENSG00000175514,P00387,Q8TDT2
ENSG00000100243,ENSG00000176087,P00387,L0R6Q1
ENSG00000100243,ENSG00000176087,P00387,Q96G79
ENSG00000100243,ENSG00000177674,P00387,Q6RW13
ENSG00000100243,ENSG00000179363,P00387,Q5JXX7
ENSG00000100243,ENSG00000184502,P00387,P01350
ENSG00000100243,ENSG00000187021,P00387,P54315
ENSG00000100243,ENSG00000188807,P00387,Q5SNT2
ENSG00000100243,ENSG00000196937,P00387,Q92520
ENSG00000100243,ENSG00000232810,P00387,P01375
ENSG00000100246,ENSG00000100246,O96015,O96015
ENSG00000100246,ENSG00000109220,O96015,Q9UKJ5
ENSG00000100246,ENSG00000112214,O96015,Q5TD97
ENSG00000100246,ENSG00000149761,O96015,Q9BRQ3
ENSG00000100246,ENSG00000156795,O96015,Q96HA8
ENSG00000100246,ENSG00000176953,O96015,Q8NCF5
ENSG00000100246,ENSG00000187272,O96015,Q9BYQ0
ENSG00000100246,ENSG00000205439,O96015,P60328
ENSG00000100258,ENSG00000187766,Q9BU23,P60410
ENSG00000100258,ENSG00000197191,Q9BU23,A8MQ03
ENSG00000100266,ENSG00000100266,Q9UNF0,Q9UNF0
ENSG00000100266,ENSG00000105717,Q9UNF0,Q9BYU1
ENSG00000100266,ENSG00000106078,Q9UNF0,O75128
ENSG00000100266,ENSG00000106299,Q9UNF0,O00401
ENSG00000100266,ENSG00000106511,Q9UNF0,P50222
ENSG00000100266,ENSG00000124507,Q9UNF0,Q9BY11
ENSG00000100266,ENSG00000165912,Q9UNF0,Q9UKS6
ENSG00000100266,ENSG00000177963,Q9UNF0,Q9NPQ8
ENSG00000100276,ENSG00000215271,Q92737,ENSG00000215271
ENSG00000100280,ENSG00000125531,Q10567,Q9BVV2
ENSG00000100280,ENSG00000137177,Q10567,Q9H1H9
ENSG00000100280,ENSG00000138750,Q10567,Q7Z3B4
ENSG00000100280,ENSG00000139637,Q10567,Q9HB07
ENSG00000100280,ENSG00000145982,Q10567,O95363
ENSG00000100280,ENSG00000151379,Q10567,A6NI15
ENSG00000100280,ENSG00000157827,Q10567,Q96PY5
ENSG00000100280,ENSG00000157978,Q10567,Q5SW96
ENSG00000100280,ENSG00000160201,Q10567,Q01081
ENSG00000100280,ENSG00000173467,Q10567,Q8TD06
ENSG00000100280,ENSG00000175513,Q10567,Q3SY00
ENSG00000100280,ENSG00000196313,Q10567,Q96HA1
ENSG00000100280,ENSG00000204438,Q10567,O95872
ENSG00000100280,ENSG00000204538,Q10567,Q9UIG4
ENSG00000100280,ENSG00000204618,Q10567,Q9H2S5
ENSG00000100280,ENSG00000213983,Q10567,O75843
ENSG00000100280,ENSG00000263001,Q10567,P78347
ENSG00000100280,ENSG00000275895,Q10567,ENSG00000275895
ENSG00000100281,ENSG00000100281,Q9UGU5,Q9UGU5
ENSG00000100281,ENSG00000103275,Q9UGU5,P63279
ENSG00000100281,ENSG00000115274,Q9UGU5,Q9C086
ENSG00000100281,ENSG00000150776,Q9UGU5,Q6ZUT1
ENSG00000100281,ENSG00000155329,Q9UGU5,Q8TBK6
ENSG00000100281,ENSG00000158246,Q9UGU5,Q96A09
ENSG00000100281,ENSG00000165209,Q9UGU5,Q96SI9
ENSG00000100281,ENSG00000167615,Q9UGU5,Q96PV6
ENSG00000100281,ENSG00000184205,Q9UGU5,Q9H2G4
ENSG00000100281,ENSG00000185482,Q9UGU5,Q96MF2
ENSG00000100281,ENSG00000197976,Q9UGU5,Q02040
ENSG00000100281,ENSG00000198258,Q9UGU5,Q9BZL1
ENSG00000100284,ENSG00000156269,O60784,Q9BSU3
ENSG00000100284,ENSG00000172731,O60784,Q8TCA0
ENSG00000100284,ENSG00000183283,O60784,Q15038
ENSG00000100284,ENSG00000189067,O60784,Q99732
ENSG00000100290,ENSG00000100528,Q13323,O95406
ENSG00000100290,ENSG00000101856,Q13323,O00264
ENSG00000100290,ENSG00000102007,Q13323,Q04941
ENSG00000100290,ENSG00000103018,Q13323,O43169
ENSG00000100290,ENSG00000104783,Q13323,O15554
ENSG00000100290,ENSG00000109084,Q13323,Q5BJF2
ENSG00000100290,ENSG00000111843,Q13323,Q9P0S9
ENSG00000100290,ENSG00000112212,Q13323,Q5TGU0
ENSG00000100290,ENSG00000112473,Q13323,Q92504
ENSG00000100290,ENSG00000113811,Q13323,Q9Y6D0
ENSG00000100290,ENSG00000114529,Q13323,Q5BVD1
ENSG00000100290,ENSG00000118402,Q13323,Q9GZR5
ENSG00000100290,ENSG00000120742,Q13323,Q9Y6X1
ENSG00000100290,ENSG00000120942,Q13323,Q9Y5Z9
ENSG00000100290,ENSG00000121542,Q13323,Q96IW7
ENSG00000100290,ENSG00000123560,Q13323,P60201
ENSG00000100290,ENSG00000124103,Q13323,Q5JX71
ENSG00000100290,ENSG00000124508,Q13323,Q8WVV5
ENSG00000100290,ENSG00000125629,Q13323,Q9Y5U4
ENSG00000100290,ENSG00000125991,Q13323,Q9Y282
ENSG00000100290,ENSG00000127507,Q13323,Q9UHX3
ENSG00000100290,ENSG00000129473,Q13323,Q92843
ENSG00000100290,ENSG00000133678,Q13323,Q8TBM7
ENSG00000100290,ENSG00000135185,Q13323,Q9BU79
ENSG00000100290,ENSG00000135211,Q13323,Q9H2L4
ENSG00000100290,ENSG00000135926,Q13323,Q969X1
ENSG00000100290,ENSG00000137101,Q13323,P21854
ENSG00000100290,ENSG00000137210,Q13323,Q9NUH8
ENSG00000100290,ENSG00000137404,Q13323,Q8IXM6
ENSG00000100290,ENSG00000137700,Q13323,ENSG00000137700
ENSG00000100290,ENSG00000137875,Q13323,Q9HD36
ENSG00000100290,ENSG00000140379,Q13323,Q16548
ENSG00000100290,ENSG00000140688,Q13323,Q96GQ5
ENSG00000100290,ENSG00000143119,Q13323,P19397
ENSG00000100290,ENSG00000143786,Q13323,Q8TBE1
ENSG00000100290,ENSG00000144035,Q13323,Q9UHE5
ENSG00000100290,ENSG00000146416,Q13323,Q9NVV5
ENSG00000100290,ENSG00000147378,Q13323,Q969F0
ENSG00000100290,ENSG00000148985,Q13323,Q9UHJ9
ENSG00000100290,ENSG00000150337,Q13323,P12314
ENSG00000100290,ENSG00000151778,Q13323,Q8N6R1
ENSG00000100290,ENSG00000153551,Q13323,Q96FZ5
ENSG00000100290,ENSG00000159063,Q13323,Q9BVK2
ENSG00000100290,ENSG00000161921,Q13323,Q9H2A7
ENSG00000100290,ENSG00000162300,Q13323,O95159
ENSG00000100290,ENSG00000163217,Q13323,O95393
ENSG00000100290,ENSG00000164007,Q13323,Q8N6F1
ENSG00000100290,ENSG00000164082,Q13323,Q14416
ENSG00000100290,ENSG00000164096,Q13323,Q8WVX3
ENSG00000100290,ENSG00000164294,Q13323,Q8TED1
ENSG00000100290,ENSG00000166091,Q13323,Q96DZ9
ENSG00000100290,ENSG00000167081,Q13323,P40426
ENSG00000100290,ENSG00000168476,Q13323,Q9H6H4
ENSG00000100290,ENSG00000168899,Q13323,O95183
ENSG00000100290,ENSG00000170310,Q13323,Q9UNK0
ENSG00000100290,ENSG00000171224,Q13323,Q96D05
ENSG00000100290,ENSG00000171552,Q13323,Q07817
ENSG00000100290,ENSG00000171791,Q13323,P10415
ENSG00000100290,ENSG00000175782,Q13323,Q7Z769
ENSG00000100290,ENSG00000176171,Q13323,Q12983
ENSG00000100290,ENSG00000177042,Q13323,Q96HE8
ENSG00000100290,ENSG00000178307,Q13323,P17152
ENSG00000100290,ENSG00000179029,Q13323,Q6UX40
ENSG00000100290,ENSG00000180089,Q13323,Q8N661
ENSG00000100290,ENSG00000181092,Q13323,Q15848
ENSG00000100290,ENSG00000182685,Q13323,Q6PL45
ENSG00000100290,ENSG00000184601,Q13323,Q8N912
ENSG00000100290,ENSG00000184811,Q13323,Q8IXB3
ENSG00000100290,ENSG00000186106,Q13323,Q86W74
ENSG00000100290,ENSG00000186501,Q13323,Q9H0R3
ENSG00000100290,ENSG00000189058,Q13323,P05090
ENSG00000100290,ENSG00000196937,Q13323,Q92520
ENSG00000100290,ENSG00000198060,Q13323,Q9NX47
ENSG00000100290,ENSG00000198133,Q13323,Q8NBD8
ENSG00000100290,ENSG00000198523,Q13323,P26678
ENSG00000100290,ENSG00000203805,Q13323,Q5VZY2
ENSG00000100290,ENSG00000204979,Q13323,Q5J8X5
ENSG00000100290,ENSG00000205279,Q13323,Q4LDR2
ENSG00000100290,ENSG00000227500,Q13323,Q969E2
ENSG00000100290,ENSG00000235169,Q13323,B2RUZ4
ENSG00000100290,ENSG00000240045,Q13323,P0DN84
ENSG00000100290,ENSG00000244045,Q13323,Q8N511
ENSG00000100290,ENSG00000283632,Q13323,ENSG00000283632
ENSG00000100292,ENSG00000105369,P09601,P11912
ENSG00000100292,ENSG00000106089,P09601,Q16623
ENSG00000100292,ENSG00000118402,P09601,Q9GZR5
ENSG00000100292,ENSG00000118596,P09601,O60669
ENSG00000100292,ENSG00000124098,P09601,Q96KR6
ENSG00000100292,ENSG00000124103,P09601,Q5JX71
ENSG00000100292,ENSG00000125991,P09601,Q9Y282
ENSG00000100292,ENSG00000130545,P09601,Q9BUF7
ENSG00000100292,ENSG00000137210,P09601,Q9NUH8
ENSG00000100292,ENSG00000145107,P09601,Q96DZ7
ENSG00000100292,ENSG00000152078,P09601,Q96MV1
ENSG00000100292,ENSG00000162366,P09601,Q13113
ENSG00000100292,ENSG00000166562,P09601,Q9BY50
ENSG00000100292,ENSG00000166569,P09601,Q7Z7G2
ENSG00000100292,ENSG00000169379,P09601,Q3SXY8
ENSG00000100292,ENSG00000170522,P09601,Q9H5J4
ENSG00000100292,ENSG00000171135,P09601,Q8N5M9
ENSG00000100292,ENSG00000174132,P09601,Q8TBP5
ENSG00000100292,ENSG00000175514,P09601,Q8TDT2
ENSG00000100292,ENSG00000181585,P09601,Q8NEW7
ENSG00000100292,ENSG00000273331,P09601,ENSG00000273331
ENSG00000100299,ENSG00000101997,P15289,O60826
ENSG00000100299,ENSG00000122359,P15289,P50995
ENSG00000100299,ENSG00000123143,P15289,Q16512
ENSG00000100299,ENSG00000131721,P15289,Q9BQY4
ENSG00000100299,ENSG00000151650,P15289,O95231
ENSG00000100299,ENSG00000168269,P15289,Q12951
ENSG00000100299,ENSG00000175325,P15289,O75360
ENSG00000100299,ENSG00000176401,P15289,Q96D98
ENSG00000100300,ENSG00000106511,P30536,P50222
ENSG00000100300,ENSG00000116857,P30536,Q9P0T7
ENSG00000100300,ENSG00000124103,P30536,Q5JX71
ENSG00000100300,ENSG00000132514,P30536,Q8IUN9
ENSG00000100300,ENSG00000137210,P30536,Q9NUH8
ENSG00000100300,ENSG00000157613,P30536,Q96BA8
ENSG00000100300,ENSG00000158869,P30536,P30273
ENSG00000100300,ENSG00000159871,P30536,Q6UWN5
ENSG00000100300,ENSG00000162975,P30536,Q9H3M0
ENSG00000100300,ENSG00000181754,P30536,Q86WK6
ENSG00000100300,ENSG00000188211,P30536,Q68D85
ENSG00000100300,ENSG00000197753,P30536,Q8TAF8
ENSG00000100300,ENSG00000213921,P30536,A8MZ59
ENSG00000100304,ENSG00000101210,Q14166,Q05639
ENSG00000100304,ENSG00000132002,Q14166,P25685
ENSG00000100304,ENSG00000156508,Q14166,P68104
ENSG00000100304,ENSG00000161992,Q14166,P0CG20
ENSG00000100304,ENSG00000173065,Q14166,Q8WU58
ENSG00000100311,ENSG00000107949,P01127,Q9P287
ENSG00000100314,ENSG00000122033,Q86V35,Q9H2K0
ENSG00000100319,ENSG00000112578,Q9UDW3,Q13895
ENSG00000100319,ENSG00000116922,Q9UDW3,Q9NX04
ENSG00000100319,ENSG00000125449,Q9UDW3,Q9H6L4
ENSG00000100319,ENSG00000146063,Q9UDW3,Q8WV44
ENSG00000100319,ENSG00000146592,Q9UDW3,Q02930
ENSG00000100319,ENSG00000147144,Q9UDW3,Q96HB5
ENSG00000100319,ENSG00000150773,Q9UDW3,Q8WWB5
ENSG00000100319,ENSG00000164949,Q9UDW3,P55040
ENSG00000100319,ENSG00000166689,Q9UDW3,Q6IQ23
ENSG00000100319,ENSG00000166831,Q9UDW3,Q6ZRY4
ENSG00000100319,ENSG00000167987,Q9UDW3,A5D8V6
ENSG00000100319,ENSG00000204438,Q9UDW3,O95872
ENSG00000100320,ENSG00000112130,O43251,O76064
ENSG00000100320,ENSG00000124788,O43251,P54253
ENSG00000100320,ENSG00000131721,O43251,Q9BQY4
ENSG00000100320,ENSG00000152102,O43251,A1KXE4
ENSG00000100320,ENSG00000152430,O43251,Q8N9W6
ENSG00000100320,ENSG00000157110,O43251,Q93062
ENSG00000100320,ENSG00000162881,O43251,Q8TDS5
ENSG00000100320,ENSG00000166831,O43251,Q6ZRY4
ENSG00000100320,ENSG00000169045,O43251,P31943
ENSG00000100320,ENSG00000169564,O43251,Q15365
ENSG00000100320,ENSG00000169813,O43251,P52597
ENSG00000100320,ENSG00000172073,O43251,Q96LM6
ENSG00000100320,ENSG00000179222,O43251,Q9Y5V3
ENSG00000100320,ENSG00000183283,O43251,Q15038
ENSG00000100320,ENSG00000186930,O43251,Q3LI66
ENSG00000100320,ENSG00000188021,O43251,Q9UHD9
ENSG00000100320,ENSG00000224470,O43251,P0C7T5
ENSG00000100321,ENSG00000103034,O43759,Q9ULP0
ENSG00000100321,ENSG00000103044,O43759,O00219
ENSG00000100321,ENSG00000105355,O43759,O60664
ENSG00000100321,ENSG00000112494,O43759,Q86WB7
ENSG00000100321,ENSG00000115762,O43759,Q96CS7
ENSG00000100321,ENSG00000124103,O43759,Q5JX71
ENSG00000100321,ENSG00000125991,O43759,Q9Y282
ENSG00000100321,ENSG00000126251,O43759,O15529
ENSG00000100321,ENSG00000128271,O43759,P29274
ENSG00000100321,ENSG00000137210,O43759,Q9NUH8
ENSG00000100321,ENSG00000137575,O43759,O00560
ENSG00000100321,ENSG00000139637,O43759,Q9HB07
ENSG00000100321,ENSG00000141699,O43759,Q86VR2
ENSG00000100321,ENSG00000145283,O43759,Q3KNW5
ENSG00000100321,ENSG00000147100,O43759,P36021
ENSG00000100321,ENSG00000147155,O43759,Q15125
ENSG00000100321,ENSG00000147378,O43759,Q969F0
ENSG00000100321,ENSG00000151715,O43759,Q96B21
ENSG00000100321,ENSG00000156469,O43759,Q96E29
ENSG00000100321,ENSG00000157613,O43759,Q96BA8
ENSG00000100321,ENSG00000177042,O43759,Q96HE8
ENSG00000100321,ENSG00000179363,O43759,Q5JXX7
ENSG00000100321,ENSG00000182557,O43759,Q6ZMD2
ENSG00000100321,ENSG00000213625,O43759,O15243
ENSG00000100324,ENSG00000178934,Q15750,P47929
ENSG00000100324,ENSG00000205076,Q15750,P47929
ENSG00000100325,ENSG00000102781,Q9H1I8,Q9BW62
ENSG00000100325,ENSG00000165630,Q9H1I8,Q99633
ENSG00000100330,ENSG00000154359,Q13615,Q17RB8
ENSG00000100335,ENSG00000102003,Q9NQG6,P08247
ENSG00000100335,ENSG00000105355,Q9NQG6,O60664
ENSG00000100335,ENSG00000109854,Q9NQG6,Q9BUP3
ENSG00000100335,ENSG00000111215,Q9NQG6,Q16378
ENSG00000100335,ENSG00000129084,Q9NQG6,P25786
ENSG00000100335,ENSG00000132254,Q9NQG6,P53365
ENSG00000100335,ENSG00000152944,Q9NQG6,Q13503
ENSG00000100335,ENSG00000154723,Q9NQG6,P18859
ENSG00000100335,ENSG00000166091,Q9NQG6,Q96DZ9
ENSG00000100335,ENSG00000173530,Q9NQG6,Q9UBN6
ENSG00000100335,ENSG00000177674,Q9NQG6,Q6RW13
ENSG00000100335,ENSG00000188021,Q9NQG6,Q9UHD9
ENSG00000100335,ENSG00000188100,Q9NQG6,B3EWG3
ENSG00000100335,ENSG00000189090,Q9NQG6,B3EWG6
ENSG00000100335,ENSG00000198681,Q9NQG6,P43355
ENSG00000100335,ENSG00000243279,Q9NQG6,O60831
ENSG00000100335,ENSG00000276430,Q9NQG6,B3EWG5
ENSG00000100347,ENSG00000106554,Q9Y512,Q9NX63
ENSG00000100347,ENSG00000159685,Q9Y512,Q9BRQ6
ENSG00000100348,ENSG00000101335,Q99757,P24844
ENSG00000100348,ENSG00000101445,Q99757,Q96T49
ENSG00000100348,ENSG00000105755,Q99757,O95571
ENSG00000100348,ENSG00000106511,Q99757,P50222
ENSG00000100348,ENSG00000107960,Q99757,Q9H668
ENSG00000100348,ENSG00000108798,Q99757,Q9P2A4
ENSG00000100348,ENSG00000112214,Q99757,Q5TD97
ENSG00000100348,ENSG00000112559,Q99757,Q99750
ENSG00000100348,ENSG00000114107,Q99757,Q8NHQ1
ENSG00000100348,ENSG00000115138,Q99757,P01189
ENSG00000100348,ENSG00000115255,Q99757,Q96HR9
ENSG00000100348,ENSG00000116752,Q99757,O75934
ENSG00000100348,ENSG00000130066,Q99757,P21673
ENSG00000100348,ENSG00000131165,Q99757,Q9HD42
ENSG00000100348,ENSG00000131351,Q99757,Q9BT25
ENSG00000100348,ENSG00000132109,Q99757,P19474
ENSG00000100348,ENSG00000132938,Q99757,Q5JR59
ENSG00000100348,ENSG00000137288,Q99757,Q9BRT2
ENSG00000100348,ENSG00000138621,Q99757,Q96CD2
ENSG00000100348,ENSG00000138867,Q99757,Q96NT3
ENSG00000100348,ENSG00000140987,Q99757,Q9NX65
ENSG00000100348,ENSG00000147381,Q99757,P43358
ENSG00000100348,ENSG00000148346,Q99757,P80188
ENSG00000100348,ENSG00000149179,Q99757,Q9H6J7
ENSG00000100348,ENSG00000151338,Q99757,Q8TD10
ENSG00000100348,ENSG00000152240,Q99757,Q96CS2
ENSG00000100348,ENSG00000153574,Q99757,P49247
ENSG00000100348,ENSG00000155636,Q99757,Q8IUH3
ENSG00000100348,ENSG00000157827,Q99757,Q96PY5
ENSG00000100348,ENSG00000157884,Q99757,A0PJX0
ENSG00000100348,ENSG00000158301,Q99757,Q96D09
ENSG00000100348,ENSG00000162735,Q99757,P40855
ENSG00000100348,ENSG00000163157,Q99757,Q9NZQ9
ENSG00000100348,ENSG00000163320,Q99757,Q9UFW8
ENSG00000100348,ENSG00000163554,Q99757,P02549
ENSG00000100348,ENSG00000166974,Q99757,Q15555
ENSG00000100348,ENSG00000170779,Q99757,Q9BXL8
ENSG00000100348,ENSG00000171446,Q99757,Q7Z3Y8
ENSG00000100348,ENSG00000171772,Q99757,Q8N0S2
ENSG00000100348,ENSG00000172432,Q99757,Q9BX10
ENSG00000100348,ENSG00000175197,Q99757,P35638
ENSG00000100348,ENSG00000175699,Q99757,Q8NCU1
ENSG00000100348,ENSG00000176101,Q99757,O43805
ENSG00000100348,ENSG00000177674,Q99757,Q6RW13
ENSG00000100348,ENSG00000177685,Q99757,Q8N4Y2
ENSG00000100348,ENSG00000178988,Q99757,Q96HT8
ENSG00000100348,ENSG00000179010,Q99757,Q9Y605
ENSG00000100348,ENSG00000183891,Q99757,Q5I0X7
ENSG00000100348,ENSG00000184507,Q99757,Q86Y26
ENSG00000100348,ENSG00000189337,Q99757,Q674X7
ENSG00000100348,ENSG00000196912,Q99757,Q8N2N9
ENSG00000100348,ENSG00000197978,Q99757,A6NEM1
ENSG00000100348,ENSG00000198908,Q99757,Q6PI77
ENSG00000100348,ENSG00000223501,Q99757,Q8N1B4
ENSG00000100351,ENSG00000104611,O75791,Q9H788
ENSG00000100351,ENSG00000108187,O75791,P30039
ENSG00000100351,ENSG00000136158,O75791,O43597
ENSG00000100351,ENSG00000141441,O75791,Q9H706
ENSG00000100351,ENSG00000161847,O75791,ENSG00000161847
ENSG00000100351,ENSG00000161992,O75791,P0CG20
ENSG00000100351,ENSG00000162409,O75791,P54646
ENSG00000100351,ENSG00000166188,O75791,Q9P2F9
ENSG00000100351,ENSG00000166529,O75791,Q9Y5A6
ENSG00000100351,ENSG00000172680,O75791,P00540
ENSG00000100351,ENSG00000196150,O75791,P15622
ENSG00000100351,ENSG00000203786,O75791,Q5T749
ENSG00000100353,ENSG00000113595,O15371,P36406
ENSG00000100353,ENSG00000114107,O15371,Q8NHQ1
ENSG00000100353,ENSG00000132938,O15371,Q5JR59
ENSG00000100353,ENSG00000139714,O15371,Q6PF18
ENSG00000100353,ENSG00000140859,O15371,Q9BVG8
ENSG00000100353,ENSG00000160207,O15371,O75031
ENSG00000100353,ENSG00000161202,O15371,Q92997
ENSG00000100353,ENSG00000168002,O15371,P62487
ENSG00000100353,ENSG00000176155,O15371,Q2TAC2
ENSG00000100353,ENSG00000183323,O15371,Q86Z20
ENSG00000100353,ENSG00000197978,O15371,A6NEM1
ENSG00000100353,ENSG00000204713,O15371,P14373
ENSG00000100353,ENSG00000206560,O15371,O15084
ENSG00000100364,ENSG00000142856,Q6ICG6,Q13352
ENSG00000100364,ENSG00000164118,Q6ICG6,Q9C0F1
ENSG00000100372,ENSG00000106511,O43808,P50222
ENSG00000100373,ENSG00000197860,O75631,Q96EQ0
ENSG00000100376,ENSG00000100376,Q9NWS6,Q9NWS6
ENSG00000100376,ENSG00000103275,Q9NWS6,P63279
ENSG00000100376,ENSG00000105401,Q9NWS6,Q16543
ENSG00000100376,ENSG00000146038,Q9NWS6,Q9UHG0
ENSG00000100376,ENSG00000160193,Q9NWS6,P57081
ENSG00000100376,ENSG00000177556,Q9NWS6,O00244
ENSG00000100376,ENSG00000186063,Q9NWS6,Q96BJ3
ENSG00000100376,ENSG00000197798,Q9NWS6,Q9BPY3
ENSG00000100379,ENSG00000115661,Q8N5Z5,O75716
ENSG00000100379,ENSG00000145982,Q8N5Z5,O95363
ENSG00000100379,ENSG00000167889,Q8N5Z5,Q3V5L5
ENSG00000100379,ENSG00000180785,Q8N5Z5,Q8TCB6
ENSG00000100379,ENSG00000213658,Q8N5Z5,O43561
ENSG00000100387,ENSG00000105717,P62877,Q9BYU1
ENSG00000100387,ENSG00000108094,P62877,Q13617
ENSG00000100387,ENSG00000130725,P62877,P61081
ENSG00000100387,ENSG00000174842,P62877,Q92990
ENSG00000100387,ENSG00000221864,P62877,P59991
ENSG00000100395,ENSG00000101624,Q969R5,Q8TAP6
ENSG00000100395,ENSG00000106052,Q969R5,Q86VP1
ENSG00000100395,ENSG00000106459,Q969R5,Q16656
ENSG00000100395,ENSG00000106536,Q969R5,P78424
ENSG00000100395,ENSG00000114019,Q969R5,Q9Y2J4
ENSG00000100395,ENSG00000115145,Q969R5,O75886
ENSG00000100395,ENSG00000125046,Q969R5,Q9Y2M2
ENSG00000100395,ENSG00000130024,Q969R5,Q8WUB8
ENSG00000100395,ENSG00000131931,Q969R5,Q9NVV9
ENSG00000100395,ENSG00000134897,Q969R5,Q86UB2
ENSG00000100395,ENSG00000140481,Q969R5,Q8N5R6
ENSG00000100395,ENSG00000141013,Q969R5,O95995
ENSG00000100395,ENSG00000146587,Q969R5,Q9NYW8
ENSG00000100395,ENSG00000146755,Q969R5,Q86XT4
ENSG00000100395,ENSG00000159173,Q969R5,P19237
ENSG00000100395,ENSG00000160207,Q969R5,O75031
ENSG00000100395,ENSG00000162924,Q969R5,Q04864
