ID,Ontology Source,Term,GOLevels,GOGroups,Nr. Genes,% Associated Genes,Term PValue,Term PValue Corrected with Bonferroni step down,Group PValue,Group PValue Corrected with Bonferroni step down,Associated Genes Found,All Associated Genes,OverViewTerm,Genes Cluster #1,%Genes Cluster #1,Genes Cluster #2,%Genes Cluster #2
GO:0044770,GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00,cell cycle phase transition,"[3, 4]",[Group25],14,4.347826,1.1676070854447312E-7,3.3160041226630367E-5,{Group25=2.971313981736144E-15},{Group25=6.239759361645902E-14},"[AKT1, CCNB1, CDK1, CDKN1A, CHEK2, DDX3X, EGFR, GLI1, MDM2, MYC, PPP2CA, PTEN, SOX2, TP53]","[ABCB1, ABRAXAS1, ACVR1, ACVR1B, ADAM17, ADAMTS1, AIF1, AKAP8, AKAP8L, AKT1, AMBRA1, ANAPC15, ANKRD17, ANTXR1, APBB2, APC, APLP2, APPL1, APPL2, ARPP19, ARTN, ATAD5, ATF2, ATF5, ATM, ATP2B4, ATR, BABAM1, BABAM2, BACH1, BLM, BRCA1, BRCC3, BRD4, BRD7, BRIP1, BRSK1, BRSK2, BUB1B, C10orf99, CACUL1, CASP2, CCAR2, CCDC57, CCL2, CCNA2, CCNB1, CCND1, CCND2, CCNE1, CCNH, CCNQ, CCNY, CDC14B, CDC23, CDC25C, CDC27, CDC5L, CDC6, CDC7, CDC73, CDCA5, CDK1, CDK14, CDK2AP2, CDK4, CDK5RAP2, CDK5RAP3, CDK7, CDKN1A, CDKN1B, CDKN2A, CDKN2C, CDKN2D, CDT1, CENPE, CENPF, CENPJ, CFH, CHEK1, CHEK2, CHFR, CHMP2A, CHMP4A, CHMP4B, CHMP4C, CHMP7, CLASP1, CLASP2, CLOCK, CLSPN, CPSF3, CRADD, CRLF3, CRNN, CTDP1, CUL3, DACT1, DBF4B, DCUN1D3, DDB1, DDX39B, DDX3X, DEPDC1B, DLG1, DNA2, DONSON, DTL, DYNC1LI1, DYRK3, E2F1, E2F3, E2F7, EGFR, EIF4E, EIF4EBP1, EIF4G1, ERCC2, ERCC3, ERCC4, ERCC6, ETAA1, EZH2, FAM107A, FAM83D, FBXL15, FBXO31, FBXO5, FEM1B, FGF10, FHL1, FOXM1, FOXN3, FZR1, GDNF, GEN1, GLI1, GPNMB, H2AX, HASPIN, HECW2, HINFP, HPLH1, HUS1, HYAL1, ID2, IK, ING4, INHBA, INIP, INO80, INTS3, INTS7, JADE1, KANK2, KCNH5, KCNN4, KDM8, KIF14, KLF11, KLF4, KLHL18, KLHL22, KMT2E, KNTC1, LATS1, LATS2, LCMT1, LSM10, LSM11, MACROH2A1, MAD1L1, MAD2L1, MAD2L1BP, MAP3K11, MAP3K20, MASTL, MBLAC1, MDM2, MECP2, METTL13, MLF1, MMAB, MN1, MNAT1, MRNIP, MUC1, MYC, NABP1, NABP2, NACC2, NAE1, NANOGP8, NBN, NDC80, NEK10, NEK11, NEK6, NES, NKX3-1, NOP53, NPAT, NPM1, NPM2, NSMCE2, PABIR1, PAF1, PAGR1, PCID2, PEX2, PHB2, PHF8, PIDD1, PIM2, PINX1, PKD1, PKD2, PLK1, PLK2, PLK3, PLK5, POLE, POLR1B, PPP1R10, PPP2CA, PRAP1, PRKD2, PRKDC, PROC, PRPF19, PTEN, PTPN6, PTPRC, RAB11A, RAD1, RAD17, RAD51B, RAD51C, RAD9A, RB1, RCC1, RCC2, RFPL1, RFWD3, RGCC, RHNO1, RINT1, RIOK2, RNASE6, RPA2, RPA4, RPL26, RPS27L, RPS6KB1, RPTOR, RRAD, RRM1, RRM2, RRM2B, SASS6, SDE2, SERPINA2, SETMAR, SIRT7, SLFN11, SOX2, SPAM1, SPAST, SPDYA, STIL, STOX1, STXBP4, SUSD2, TACC3, TAF2, TAOK1, TAOK2, TAOK3, TCIM, TFAP4, TFDP1, TFDP3, THOC1, THOC5, TIMELESS, TIPIN, TIPRL, TM4SF5, TMEM14B, TNFSF13B, TP53, TPD52L1, TPR, TRIM39, TRIP13, UBD, UBE2C, UBE2E2, UBE2L3, UBE2S, UIMC1, UPF1, USH1C, USP17L2, USP28, USP37, USP47, VPS4A, VPS4B, WAC, XPC, XRCC3, ZFYVE19, ZNF16, ZNF207, ZNF324, ZNF367, ZNF655, ZPR1, ZW10, ZWILCH, ZWINT]",FALSE,"[AKT1, CCNB1, CDK1, CDKN1A, CHEK2, DDX3X, EGFR, GLI1, MDM2, MYC, PPP2CA, PTEN, SOX2, TP53]",70.0534763497816,"[DDX3X, PTEN, SOX2, TP53]",29.946521967879608
GO:0044772,GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00,mitotic cell cycle phase transition,"[4, 5]",[Group25],12,4.7619047,3.9246551376212567E-7,1.0832048179834668E-4,{Group25=2.971313981736144E-15},{Group25=6.239759361645902E-14},"[AKT1, CCNB1, CDK1, CDKN1A, CHEK2, DDX3X, EGFR, MDM2, MYC, PPP2CA, PTEN, TP53]","[ABCB1, ABRAXAS1, ACVR1, ACVR1B, ADAM17, ADAMTS1, AIF1, AKT1, AMBRA1, ANAPC15, ANKRD17, APC, APLP2, APPL1, APPL2, ARPP19, ARTN, ATM, BABAM1, BABAM2, BACH1, BLM, BRCA1, BRCC3, BRD4, BRD7, BRIP1, BRSK1, BRSK2, BUB1B, CACUL1, CASP2, CCDC57, CCL2, CCNA2, CCNB1, CCND1, CCND2, CCNE1, CCNH, CCNY, CDC14B, CDC23, CDC25C, CDC27, CDC6, CDC7, CDC73, CDCA5, CDK1, CDK14, CDK2AP2, CDK4, CDK5RAP2, CDK5RAP3, CDK7, CDKN1A, CDKN1B, CDKN2A, CDKN2C, CDKN2D, CDT1, CENPE, CENPF, CENPJ, CFH, CHEK1, CHEK2, CHFR, CHMP2A, CHMP4A, CHMP4B, CHMP4C, CHMP7, CLASP1, CLASP2, CLSPN, CPSF3, CRADD, CRLF3, CTDP1, CUL3, DACT1, DBF4B, DCUN1D3, DDB1, DDX3X, DEPDC1B, DLG1, DONSON, DTL, DYNC1LI1, E2F1, E2F3, E2F7, EGFR, EIF4E, EIF4EBP1, EIF4G1, ERCC2, ERCC3, FAM107A, FBXL15, FBXO31, FBXO5, FGF10, FHL1, FOXM1, FOXN3, FZR1, GEN1, GPNMB, HASPIN, HECW2, HINFP, HPLH1, HYAL1, ID2, IK, INHBA, INIP, INO80, INTS3, JADE1, KANK2, KCNH5, KCNN4, KDM8, KIF14, KLF11, KLF4, KLHL18, KLHL22, KMT2E, KNTC1, LATS1, LATS2, LCMT1, LSM10, LSM11, MAD1L1, MAD2L1, MAD2L1BP, MASTL, MBLAC1, MDM2, MECP2, MNAT1, MRNIP, MUC1, MYC, NABP1, NABP2, NACC2, NAE1, NBN, NDC80, NEK11, NEK6, NES, NOP53, NPAT, NPM2, NSMCE2, PABIR1, PCID2, PHB2, PHF8, PIDD1, PIM2, PINX1, PKD1, PKD2, PLK1, PLK2, PLK3, PLK5, POLE, POLR1B, PPP2CA, PRAP1, PRKD2, PRKDC, PROC, PTEN, PTPN6, RAB11A, RAD51B, RAD51C, RB1, RCC1, RCC2, RFPL1, RFWD3, RGCC, RINT1, RIOK2, RPA2, RPL26, RPS27L, RPS6KB1, RPTOR, RRM1, RRM2, RRM2B, SASS6, SDE2, SIRT7, SLFN11, SPAM1, SPAST, SPDYA, STIL, STOX1, TACC3, TAF2, TAOK1, TAOK2, TAOK3, TFAP4, TFDP1, TFDP3, TM4SF5, TMEM14B, TNFSF13B, TP53, TPD52L1, TPR, TRIM39, TRIP13, UBD, UBE2C, UBE2E2, UBE2S, UIMC1, USH1C, USP37, USP47, VPS4A, VPS4B, WAC, XPC, XRCC3, ZFYVE19, ZNF207, ZNF324, ZNF367, ZNF655, ZPR1, ZW10, ZWILCH, ZWINT]",FALSE,"[AKT1, CCNB1, CDK1, CDKN1A, CHEK2, DDX3X, EGFR, MDM2, MYC, PPP2CA, PTEN, TP53]",72.7777756603605,"[DDX3X, PTEN, TP53]",27.222219363765316
GO:0044819,GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00,mitotic G1/S transition checkpoint signaling,"[5, 6, 7, 8, 9, 10]",[Group25],3,16.666666,3.193293068532594E-4,0.04885738394854869,{Group25=2.971313981736144E-15},{Group25=6.239759361645902E-14},"[CDKN1A, MDM2, TP53]","[CASP2, CCND1, CDKN1A, CRADD, FBXO31, MDM2, MUC1, PIDD1, POLR1B, PRAP1, PRKDC, RFWD3, RPA2, RPL26, RPS27L, SDE2, TP53, WAC]",FALSE,"[CDKN1A, MDM2, TP53]",66.72326461015246,[TP53],33.27674012939886
GO:0044843,GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00,cell cycle G1/S phase transition,"[4, 5]","[Group12, Group25]",11,7.746479,8.727634417089333E-9,2.6095626907097106E-6,"{Group12=1.5398057123522535E-8, Group25=2.971313981736144E-15}","{Group12=1.3858251411170282E-7, Group25=6.239759361645902E-14}","[AKT1, CDKN1A, DDX3X, EGFR, GLI1, MDM2, MYC, PPP2CA, PTEN, SOX2, TP53]","[ACVR1, ACVR1B, ADAM17, ADAMTS1, AIF1, AKT1, AMBRA1, ANKRD17, APC, APLP2, APPL1, APPL2, ATP2B4, BACH1, BRD4, BRD7, BRIP1, C10orf99, CACUL1, CASP2, CCL2, CCNA2, CCND1, CCND2, CCNE1, CCNH, CDC73, CDK2AP2, CDK4, CDK7, CDKN1A, CDKN1B, CDKN2A, CDKN2C, CDKN2D, CENPJ, CFH, CPSF3, CRADD, CRLF3, CRNN, DACT1, DCUN1D3, DDX3X, DLG1, E2F1, E2F3, E2F7, EGFR, EIF4E, EIF4EBP1, EIF4G1, EZH2, FAM107A, FAM83D, FBXO31, FGF10, FHL1, GLI1, GPNMB, HINFP, HPLH1, HYAL1, ID2, INHBA, INO80, JADE1, KANK2, KIF14, KLF11, KLF4, KMT2E, LATS2, LSM10, LSM11, MAP3K11, MBLAC1, MDM2, METTL13, MLF1, MN1, MNAT1, MUC1, MYC, NACC2, NANOGP8, NKX3-1, NPAT, PAF1, PAGR1, PEX2, PHB2, PHF8, PIDD1, PIM2, PKD1, PKD2, PLK2, PLK3, PLK5, POLE, POLR1B, PPP2CA, PRAP1, PRKD2, PRKDC, PROC, PTEN, PTPN6, RCC1, RFWD3, RGCC, RPA2, RPL26, RPS27L, RPS6KB1, RPTOR, RRM1, RRM2, SASS6, SDE2, SLFN11, SOX2, SPAM1, SPDYA, STIL, STOX1, STXBP4, SUSD2, TCIM, TFDP1, TFDP3, TM4SF5, TMEM14B, TP53, TRIM39, UBE2E2, USP37, WAC, ZNF324, ZNF655, ZPR1]",TRUE,"[AKT1, CDKN1A, DDX3X, EGFR, GLI1, MDM2, MYC, PPP2CA, PTEN, SOX2, TP53]",64.76404444310309,"[DDX3X, PTEN, SOX2, TP53]",35.23595210898587
GO:0045165,GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00,cell fate commitment,"[3, 4]",[Group02],4,11.428572,1.3627124542206633E-4,0.02330238296717334,{Group02=1.3627124542206633E-4},{Group02=1.3627124542206633E-4},"[FGF2, POU5F1, SOX2, TBX18]","[ACVR1, ARHGEF2, ASCL1, BMP4, DEAF1, DKK1, DLL4, DOCK7, FGF13, FGF2, FZD7, GATA1, GATA2, GDF3, GSC, ISL1, LY9, NANOG, NR2F2, POU5F1, POU5F1P3, POU5F1P4, PROX1, SHH, SLAMF6, SOX17, SOX2, SOX5, SPN, TBX18, TCF7L2, TEAD3, TM2D3, WNT3A, WNT8A]",FALSE,"[FGF2, POU5F1, SOX2, TBX18]",57.20524185777717,"[SOX2, TBX18]",42.79475783588262
GO:0045595,GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00,regulation of cell differentiation,"[3, 4]",[Group04],25,4.2301183,6.452768991837144E-13,2.019716694445026E-10,{Group04=1.8154715804663643E-12},{Group04=3.267848844839456E-11},"[AKT1, CDC42, CTNNB1, EGFR, FBXW7, FGF2, FOXO4, GATA3, HDAC1, HDAC5, HES1, MAPK14, MEF2C, MYC, MYOD1, NFATC1, NOTCH1, PPARG, PPP2CA, PRKACA, PTCH1, PTEN, RUNX2, SOX4, SPI1]","[ABCA12, ABL1, ACIN1, ACTN4, ACVR1, ACVR1B, ACVR2A, ACVR2B, ADAMTS12, ADAMTS7, ADD1, ADGRV1, ADIPOQ, ADIPOR1, ADIRF, ADRA2B, ADRA2C, AGER, AGT, AGTR1, AGXT, AJAP1, AKR1B1, AKT1, ALOX15B, ALX1, AMBRA1, ANKRD2, ANP32B, ANXA1, AP1AR, APCS, APOA1, APOB, AR, AREG, ARHGEF2, ASCL1, ASIC2, ASXL2, ATF4, ATOH8, ATP11A, ATRAID, AXIN2, AXL, B2M, BAMBI, BBS12, BCL6, BCL9L, BDNF, BDNF-AS, BIN1, BLOC1S5, BLOC1S6, BMP10, BMP2, BMP4, BMP6, BMP7, BMPR1A, BMPR1B, BMPR2, BNC1, BTG1, C1QBP, C1QC, CALCA, CALR, CAMK1, CARMIL1, CASP8, CASS4, CAV3, CCL3, CCN1, CCN2, CCN3, CCN4, CCNA2, CCR1, CD24, CD34, CD36, CD4, CD46, CD74, CDC42, CDC73, CDH5, CDK6, CDK9, CEACAM5, CHERP, CHRD, CIB1, CLASP1, CLASP2, CLDN5, CLEC7A, CNOT4, CNTN4, COL1A1, COL5A1, COL5A2, CORO1C, CPNE1, CR1, CRIM1, CRK, CRKL, CRP, CSF1, CSF2, CSRP1, CTH, CTLA4, CTNNB1, CTNNBIP1, CTR9, CUL7, CYFIP1, CYP27B1, DAB2, DAB2IP, DAG1, DDR2, DDX17, DISC1, DISP3, DKK1, DNMT1, DOCK1, DOCK5, DPF2, DPYSL5, DSCAM, DTX1, DUSP10, EDN1, EDN3, EFEMP1, EFNA5, EGFR, EID2B, EMP2, ENPP1, EPHA4, EREG, ETS1, ETV4, EVI2B, EZH2, F11R, F2, FADD, FAM210B, FAXDC2, FBLN1, FBN1, FBXO5, FBXW7, FBXW8, FCGR1BP, FCRL3, FERMT2, FES, FGF13, FGF2, FGF23, FGFR1, FLNA, FLOT2, FOXA1, FOXA2, FOXC1, FOXJ1, FOXJ2, FOXN1, FOXO3, FOXO4, FOXP1, FOXP3, FRS2, FRZB, FSTL3, FTO, FZD7, GAS6, GATA1, GATA2, GATA3, GATD3, GBP1, GCM1, GCNT2, GDF3, GDF5, GDF6, GDNF, GJA1, GLIPR2, GNB3, GOLGA4, GORASP1, GPER1, GPR55, GREM1, GRHL2, GRN, GSK3B, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, HAX1, HCLS1, HDAC1, HDAC3, HDAC4, HDAC5, HDAC7, HDAC9, HES1, HES5, HIF1AN, HLA-B, HLA-DRA, HLA-DRB1, HLA-G, HMGB1, HMGB2, HNRNPU, HOPX, HOXA5, HOXA7, HOXB4, HPN, HSF1, HSP90AB1, HSPA1A, HSPA1B, HSPA9, IFITM1, IFNA2, IFNB1, IFNG, IFNL1, IGF1, IGFBP3, IKBKB, IL10, IL12B, IL17A, IL17F, IL1B, IL2, IL23A, IL27, IL34, IL4, IL4I1, IL6, IL6ST, ILK, INHBA, INS, IQCB1, ITGAV, ITGB1BP1, ITGB3, JAG1, KANK1, KAT5, KDM1A, KIAA0319, KIT, KLF7, L3MBTL1, LCP1, LDLRAD4, LEF1, LEO1, LGALS1, LGALS3, LGALS9, LIF, LILRA6, LILRB1, LILRB2, LILRB3, LILRB4, LIMS1, LMO3, LMOD3, LOXL2, LPL, LRG1, LRP3, LRP5, LRRK2, LTBP2, LTBP3, LTF, MACF1, MACROH2A1, MACROH2A2, MAD2L2, MAFB, MAML1, MAPK11, MAPK14, MAPK9, MAPT, MARK1, MBD4, MCRIP1, MDK, MED1, MEF2C, MEGF10, MELTF, MEN1, METTL14, MMD, MMD2, MMDK, MME, MMP12, MSTN, MT3, MTOR, MTURN, MYADM, MYB, MYC, MYDGF, MYOC, MYOCD, MYOD1, N4BP2L2, NANOG, NCOA3, NEDD9, NELL1, NFATC1, NFATC2, NFATC3, NFKBIA, NKAP, NKX2-1, NKX2-5, NME2, NOG, NOTCH1, NOTCH2, NPHP3, NPHP3-ACAD11, NPPC, NRP1, OBSL1, OLFM2, OLFM4, P4HB, PAEP, PAF1, PCP4, PDCD2, PDCD4, PDGFB, PDGFRA, PDPN, PEX2, PF4, PHLDB1, PHLDB2, PIEZO1, PITHD1, PKP2, PLA2G3, PLAAT4, PNP, PPARA, PPARG, PPIAP10, PPP1R12A, PPP2CA, PPP3CA, PPY, PRAME, PRELID1, PRICKLE1, PRKACA, PRKCA, PRKCH, PRKCI, PRKX, PRMT1, PROC, PROM1, PRUNE1, PRXL2A, PSG4, PSG9, PTBP1, PTCH1, PTEN, PTHLH, PTK2, PTK2B, PTN, PTPRQ, PTPRR, PUS7, RAB7B, RAC1, RAC3, RAPGEF2, RARA, RBM15, RBM24, RBM4, RBPMS2, REST, RGCC, RHEB, RHEBP1, RHEX, RHOA, RHOH, RIN2, RIPK1, RIPOR2, RNASE1, ROBO1, ROBO2, ROCK1, ROCK2, RPS19, RRAS, RREB1, RTN4, RUNX1, RUNX2, S100A10, S1PR2, S1PR3, SART1, SCAF1, SCIN, SCUBE3, SDCBP, SDHAF2, SEMA4D, SEMA7A, SERPINB3, SERPINE1, SERPINE2, SERPINF1, SERPINF2, SETD1A, SFRP1, SFRP2, SFRP4, SKI, SLC6A6, SLITRK1, SMAD3, SMAD6, SMAD7, SMARCD3, SMOC1, SMYD1, SMYD5, SNAI1, SNAI2, SOCS1, SOD2, SOD2-OT1, SORD, SOSTDC1, SOX11, SOX4, SOX5, SOX6, SOX9, SP7, SPEN, SPI1, SPRY4, SRA1, SRF, SRSF6, STAT1, STAT3, STAT5B, SULT1E1, SULT2B1, SUZ12, SYAP1, SYK, TAF8, TAL1, TBX3, TBX5, TCF7L2, TCFL5, TCTA, TENT5C, TESC, TESK1, TFAP2A, TFAP2B, TGFB1, TGFB1I1, TGFB2, TGFB3, TGFBR2, TGM2, TIAM1, TLR9, TMEM119, TMEM131L, TNF, TNFAIP6, TNFRSF1A, TNFSF11, TP63, TP73, TRAF6, TRIM16, TRIOBP, TTF2, TWF2, TWIST1, TWIST2, USF3, USH2A, VASN, VCL, VDR, VEGFA, VEZF1, VSIG2, VSIR, VSTM2A, WDFY2, WDR61, WNT10B, WNT3, WNT3A, WNT4, WNT5A, WNT7A, WWTR1, XBP1, XBP1P1, XDH, XKR8, YAP1, YTHDF2, YWHAG, ZAP70, ZBED2, ZBTB16, ZC3H12A, ZC3H8, ZC4H2, ZEB1, ZFP36, ZFP36L1, ZFPM1, ZFPM2, ZHX3, ZNF16, ZNF268, ZNF335, ZNF675, ZNF750]",TRUE,"[AKT1, CDC42, CTNNB1, EGFR, FBXW7, FGF2, FOXO4, GATA3, HDAC1, HDAC5, HES1, MAPK14, MEF2C, MYC, MYOD1, NFATC1, NOTCH1, PPARG, PPP2CA, PRKACA, PTCH1, PTEN, RUNX2, SOX4, SPI1]",80.68489457129775,"[FBXW7, NFATC1, PTCH1, PTEN]",19.315100012838307
GO:0045596,GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00,negative regulation of cell differentiation,"[3, 4, 5]",[Group04],14,6.25,1.1458785348403467E-9,3.506388316611461E-7,{Group04=1.8154715804663643E-12},{Group04=3.267848844839456E-11},"[EGFR, FBXW7, FOXO4, GATA3, HDAC1, HDAC5, HES1, MYC, NFATC1, NOTCH1, PPARG, PPP2CA, PTCH1, PTEN]","[ACTN4, ADAMTS12, ADAMTS7, ADGRV1, ADIPOQ, ADIPOR1, ANKRD2, ANP32B, ANXA1, AP1AR, APCS, ASCL1, B2M, BAMBI, BBS12, BMP2, BMP4, BMP7, C1QC, CALCA, CALR, CAV3, CCL3, CCN3, CDC73, CDK6, CEACAM5, CHERP, CHRD, CNTN4, COL5A1, COL5A2, CORO1C, CR1, CRIM1, CRP, CSRP1, CTLA4, CTR9, CYFIP1, DAB2IP, DISP3, DKK1, DNMT1, DPF2, DPYSL5, DTX1, EFEMP1, EFNA5, EGFR, EID2B, ENPP1, EPHA4, EREG, F2, FBLN1, FBN1, FBXW7, FERMT2, FGF23, FOXA1, FOXA2, FOXJ2, FOXO4, FOXP3, FRS2, FSTL3, FZD7, GATA2, GATA3, GATD3, GBP1, GDF3, GDF5, GORASP1, GPR55, GREM1, GRHL2, GSK3B, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, HDAC1, HDAC3, HDAC4, HDAC5, HDAC7, HDAC9, HES1, HES5, HLA-G, HMGB1, HNRNPU, HOPX, HOXA5, HOXA7, HPN, HSPA9, IFNA2, IFNB1, IFNL1, IGF1, IQCB1, ITGAV, ITGB1BP1, ITGB3, JAG1, KANK1, KIAA0319, LDLRAD4, LEO1, LILRA6, LILRB1, LILRB3, LILRB4, LRP3, LRP5, MAD2L2, MAFB, MARK1, MDK, MELTF, MEN1, METTL14, MMDK, MSTN, MT3, MYB, MYC, MYOCD, N4BP2L2, NFATC1, NFATC2, NFATC3, NFKBIA, NKX2-1, NKX2-5, NOG, NOTCH1, NPHP3, NPHP3-ACAD11, NPPC, PAEP, PAF1, PDCD4, PDGFB, PEX2, PF4, PKP2, PPARA, PPARG, PPIAP10, PPP2CA, PRAME, PRICKLE1, PRMT1, PTBP1, PTCH1, PTEN, PTHLH, PTK2B, RAPGEF2, RARA, RBPMS2, REST, RTN4, S1PR3, SCAF1, SDHAF2, SFRP1, SFRP2, SKI, SMAD3, SMAD6, SNAI2, SORD, SOSTDC1, SOX11, SOX6, SOX9, SPRY4, SRA1, SRSF6, SUZ12, TBX3, TCTA, TENT5C, TGFB1, TMEM131L, TNFAIP6, TTF2, TWIST1, TWIST2, USF3, USH2A, VASN, VEGFA, WDR61, WNT10B, WNT3A, WNT5A, WNT7A, WWTR1, XDH, YAP1, YTHDF2, ZC3H8, ZEB1, ZFP36, ZFP36L1, ZFPM2, ZNF675, ZNF750]",FALSE,"[EGFR, FBXW7, FOXO4, GATA3, HDAC1, HDAC5, HES1, MYC, NFATC1, NOTCH1, PPARG, PPP2CA, PTCH1, PTEN]",70.0534763497816,"[FBXW7, NFATC1, PTCH1, PTEN]",29.946521967879608
GO:0045737,GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00,positive regulation of cyclin-dependent protein serine/threonine kinase activity,"[4, 5, 6, 7, 8, 9, 10, 11, 12]",[Group25],3,20.0,1.810140318156924E-4,0.029686301217773554,{Group25=2.971313981736144E-15},{Group25=6.239759361645902E-14},"[AKT1, CCNB1, EGFR]","[ADAM17, AKT1, CCNB1, CCND1, CCND2, CCND3, CCNY, EGFR, PDGFB, PKD1, PKD2, PRKD2, PROX1, PSMD10, RGCC]",FALSE,"[AKT1, CCNB1, EGFR]",99.99999761945435,[],0.0
GO:0045786,GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00,negative regulation of cell cycle,"[3, 4, 5]",[Group25],10,4.0983605,1.492912889558025E-5,0.003463557903774618,{Group25=2.971313981736144E-15},{Group25=6.239759361645902E-14},"[CCNB1, CDKN1A, CHEK2, FOXO4, GATA3, MDM2, PTEN, SIRT1, SOX2, TP53]","[ABRAXAS1, ACVR1, ALOX15B, ANAPC15, ANGEL2, ANTXR1, APBB2, APC, ARTN, ATF2, ATF5, ATM, ATR, ATRX, BABAM1, BABAM2, BAZ1B, BLM, BMP2, BMP4, BMP7, BRCA1, BRCC3, BRD7, BRINP1, BRSK1, BTG3, BUB1B, C10orf99, CASP2, CCAR2, CCL2, CCNB1, CCND1, CCNF, CDC14B, CDC5L, CDC73, CDK2AP2, CDK5RAP1, CDK5RAP2, CDK5RAP3, CDK6, CDKN1A, CDKN1B, CDKN2A, CDKN2B, CDKN2C, CDKN2D, CDT1, CENATAC, CFH, CHEK1, CHEK2, CHFR, CHMP2A, CHMP4C, CLOCK, CLSPN, CRADD, CRLF3, DAB2IP, DACT1, DCUN1D3, DDX39B, DEPDC1B, DLG1, DNA2, DONSON, DTL, DUX4, DUX4L1, DUX4L2, DYNC1LI1, E2F1, ERCC4, ERCC6, ETAA1, FAM107A, FBXO31, FBXO5, FEM1B, FHL1, FOXC1, FOXN3, FOXO4, FZR1, GAS1, GATA3, GDNF, GEN1, GMNN, GPER1, GPNMB, H2AX, HASPIN, HECA, HEXIM1, HEXIM2, HHEX, HINFP, HLA-G, HPGD, HPLH1, HUS1, IK, INCA1, INHBA, INIP, INTS3, INTS7, JADE1, KANK2, KAT2A, KAT2B, KCNN4, KIF25, KLF4, KLHL22, KNTC1, LATS1, LATS2, LCMT1, LILRB1, LOC107987484, LOC107987485, LOC107987486, LOC107987487, MACROH2A1, MAD1L1, MAD2L1, MAD2L1BP, MAP3K20, MDM1, MDM2, MEN1, METTL13, MMAB, MRNIP, MUC1, MYOCD, NAA10, NABP1, NABP2, NACC2, NAE1, NBN, NDC80, NEK11, NEK2, NKX3-1, NLRP2B, NME6, NOP53, NPM1, NPPC, NR2F2, NUDT6, NUPR1, PABIR1, PCID2, PIDD1, PINX1, PKD2, PLK1, POLR1B, PPP1R10, PRAP1, PRKD2, PRKDC, PROC, PRPF19, PTEN, PTPN3, PTPRK, RAD1, RAD17, RAD9A, RBM14, RBM14-RBM4, RFPL1, RFWD3, RGCC, RHNO1, RINT1, RNASE6, RNF167, RPA2, RPA4, RPL26, RPS27L, RPS6KA2, RRAD, RRP8, SCRIB, SDE2, SERPINA2, SETMAR, SIRT1, SLC9A3R1, SLFN11, SMARCA5, SOX2, SUSD2, SUV39H1, TAF6, TAOK1, TAOK2, TAOK3, TENT5B, TFAP4, TFDP3, TGFB1, THAP5, THOC1, THOC5, TIPIN, TIPRL, TMEM67, TNFSF13B, TNKS, TOM1L1, TOM1L2, TP53, TP53I13, TPR, TRIM35, TRIM37, TRIM39, TRIP13, UIMC1, USP28, USP47, VPS4A, WAC, WAPL, XRCC3, ZFYVE19, ZNF207, ZNF367, ZNF655, ZW10, ZWILCH, ZWINT]",FALSE,"[CCNB1, CDKN1A, CHEK2, FOXO4, GATA3, MDM2, PTEN, SIRT1, SOX2, TP53]",69.02002536144732,"[PTEN, SOX2, TP53]",30.979978497561977
GO:0045879,GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00,negative regulation of smoothened signaling pathway,"[4, 5, 6, 7, 8]",[Group05],3,30.0,4.907007732381202E-5,0.00996122569673384,{Group05=1.3071097129408974E-6},{Group05=5.228438851763589E-6},"[GLI1, GLI3, SUFU]","[GLI1, GLI3, HERC4, KCTD21, KCTD6, RACK1, SUFU, TULP3, ULK3, VCP]",FALSE,"[GLI1, GLI3, SUFU]",66.72326461015246,[SUFU],33.27674012939886
